"Flux"	"Abbreviation"	"OfficialName"	"Direction"	"Lower"	"Upper"
8667	"DROPPRy"	"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (nadph)"	"Irreversible"	0	"None"
8668	"DRTPPD"	"2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase"	"Irreversible"	0	"None"
2815	"DTMPK"	"dTMP kinase"	"Reversible"	"None"	"None"
1644	"DTTPt"	"dTTP reversible uniport"	"Reversible"	"None"	"None"
2271	"DUMPtn"	"dUMP nuclear transport"	"Reversible"	"None"	"None"
2691	"DURIK1"	"deoxyuridine kinase (ATP:Deoxyuridine)"	"Irreversible"	0	"None"
1084	"DURIPP"	"deoxyuridine phosphorylase"	"Reversible"	"None"	"None"
2720	"DURIt2"	"deoxyuridine transport in via proton symport"	"Irreversible"	0	"None"
189	"DUTPDP"	"dUTP diphosphatase"	"Irreversible"	0	"None"
1781	"DXHPScm"	"deoxyhypusine synthase, cytosolic/mitochondrial"	"Irreversible"	0	"None"
1673	"E4HGLUtm"	"L-erythro-4-hydroxyglutamate mitochondrial transport via diffusion"	"Reversible"	"None"	"None"
1315	"E4HGLUtp"	"L-erythro-4-hydroxyglutamate peroxisomal transport via diffusion"	"Reversible"	"None"	"None"
1677	"E4Ptm"	"D-erythrose 4-phosphate mtiochondrial transport via diffusion"	"Reversible"	"None"	"None"
2059	"ECOAH11p"	"3-hydroxyacyl-CoA dehydratase (3-hydroxyhexacosyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
2071	"ECOAH4p"	"3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
2068	"ECOAH5p"	"3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
2070	"ECOAH6p"	"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
2069	"ECOAH7p"	"3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
2075	"ECOAH8p"	"3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA), peroxisomal"	"Reversible"	"None"	"None"
1844	"EHGLAT"	"L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase"	"Irreversible"	0	"None"
1842	"EHGLATm"	"L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase, mitochondrial"	"Irreversible"	0	"None"
1843	"EHGLATp"	"L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase, peroxisomal"	"Irreversible"	0	"None"
266	"ENO"	"enolase"	"Reversible"	"None"	"None"
19465	"EPGALURSe"	"Endopolygalacturonase (extracellular)"	"Irreversible"	0	"None"
15168	"EPISTAT_SC"	"Acyl-CoA:episterol acyltransferase, yeast-specific"	"Irreversible"	0	"None"
15206	"EPISTESTH_SC"	"episterol ester hydrolase, yeast-specific"	"Irreversible"	0	"None"
15215	"EPISTESTH_SCe"	"episterol ester hydrolase, yeast-specific (extracellular)"	"Irreversible"	0	"None"
15218	"EPISTt"	"episterol reversible transport"	"Reversible"	"None"	"None"
1263	"EPMGH"	"Epimelibiose galactohydrolase"	"Reversible"	"None"	"None"
15162	"ERGSTAT_SC"	"Acyl-CoA:ergosterol acyltransferase, yeast-specific"	"Irreversible"	0	"None"
15212	"ERGSTESTH_SC"	"ergosterol ester hydrolase, yeast-specific"	"Irreversible"	0	"None"
15211	"ERGSTESTH_SCe"	"ergosterol ester hydrolase, yeast-specific (extracellular)"	"Irreversible"	0	"None"
18749	"ERGSTGLCT"	"UDP-glucose:ergosterol glucosyltransferase"	"Irreversible"	0	"None"
1921	"ERGSTt"	"ergosterol reversible transport"	"Reversible"	"None"	"None"
2208	"ERGSTter"	"ergosterol endoplasmic reticular transport"	"Reversible"	"None"	"None"
2207	"ERGTETROLter"	"Ergosta-5,6,22,24,(28)-tetraen-3beta-ol endoplamic reticular transport"	"Reversible"	"None"	"None"
2384	"ETHAK"	"Ethanolamine kinase"	"Irreversible"	0	"None"
3592	"ETHAPT_SC"	"Ethanolaminephosphotransferase, yeast-specific"	"Reversible"	"None"	"None"
20490	"ETHAt"	"ethanolamine transport via diffusion (extracellular)"	"Reversible"	"None"	"None"
1558	"ETOHt"	"ethanol reversible transport"	"Reversible"	"None"	"None"
1294	"ETOHtm"	"ethanol transport to mitochondria (diffusion)"	"Reversible"	"None"	"None"
2199	"FA100tp"	"fatty acid peroxisomal transport"	"Irreversible"	0	"None"
3282	"FA120ACPH"	"fatty-acyl-ACP hydrolase"	"Reversible"	"None"	"None"
2430	"FA120ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"Irreversible"	0	"None"
2198	"FA120tp"	"fatty acid peroxisomal transport"	"Irreversible"	0	"None"
3283	"FA140ACPH"	"fatty-acyl-ACP hydrolase"	"Reversible"	"None"	"None"
2431	"FA140ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"Irreversible"	0	"None"
2175	"FA140COAabcp"	"fatty acid peroxisomal transport via ABC system"	"Irreversible"	0	"None"
2201	"FA140tp"	"fatty acid peroxisomal transport"	"Irreversible"	0	"None"
3285	"FA141ACPH"	"fatty-acyl-ACP hydrolase"	"Reversible"	"None"	"None"
2432	"FA141ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"Irreversible"	0	"None"
2176	"FA141COAabcp"	"fatty acid peroxisomal transport via ABC system"	"Irreversible"	0	"None"
2202	"FA141tp"	"fatty acid peroxisomal transport"	"Irreversible"	0	"None"
3286	"FA160ACPH"	"fatty-acyl-ACP hydrolase"	"Reversible"	"None"	"None"
3595	"FA160ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"Irreversible"	0	"None"
2177	"FA160COAabcp"	"fatty acyl-CoA peroxisomal transport via ABC system"	"Irreversible"	0	"None"
2203	"FA160tp"	"fatty acid peroxisomal transport"	"Irreversible"	0	"None"
3289	"FA161ACPH"	"fatty-acyl-ACP hydrolase"	"Reversible"	"None"	"None"
2433	"FA161ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"Irreversible"	0	"None"
3178	"FA161COAabcp"	"fatty acyl-CoA peroxisomal transport via ABC system"	"Irreversible"	0	"None"
2204	"FA161tp"	"fatty acid peroxisomal transport"	"Irreversible"	0	"None"
3287	"FA180ACPH"	"fatty-acyl-ACP hydrolase"	"Reversible"	"None"	"None"
3222	"FA180ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"Irreversible"	0	"None"
2179	"FA180COAabcp"	"fatty acyl-CoA transport via ABC system"	"Irreversible"	0	"None"
3290	"FA181ACPH"	"fatty-acyl-ACP hydrolase"	"Reversible"	"None"	"None"
3597	"FA181ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"Irreversible"	0	"None"
2178	"FA181COAabcp"	"fatty acyl-CoA peroxisomal transport via ABC system"	"Irreversible"	0	"None"
3291	"FA182ACPH"	"fatty-acyl-ACP hydrolase"	"Reversible"	"None"	"None"
2434	"FA182ACPtm"	"fatty-acyl-ACP mitochondrial transport"	"Irreversible"	0	"None"
2180	"FA182COAabcp"	"fatty acyl-CoA peroxisomal transport via ABC system"	"Irreversible"	0	"None"
2183	"FA240tp"	"fatty acid peroxisomal transport"	"Irreversible"	0	"None"
2197	"FA260tp"	"fatty acid peroxisomal transport"	"Irreversible"	0	"None"
2200	"FA80tp"	"fatty acid peroxisomal transport"	"Irreversible"	0	"None"
2115	"FACOAL100p"	"fatty-acid--CoA ligase (decanoate), peroxisomal"	"Reversible"	"None"	"None"
2116	"FACOAL120p"	"fatty-acid--CoA ligase (dodecanoate), peroxisomal"	"Reversible"	"None"	"None"
2113	"FACOAL140"	"fatty-acid--CoA ligase (tetradecanoate)"	"Reversible"	"None"	"None"
2897	"FACOAL140p"	"fatty-acid--CoA ligase (tetradecanoate), peroxisomal"	"Reversible"	"None"	"None"
2895	"FACOAL141"	"fatty-acid--CoA ligase (tetradecenoate)"	"Reversible"	"None"	"None"
2117	"FACOAL141p"	"fatty-acid--CoA ligase (tetradecenoate), peroxisomal"	"Reversible"	"None"	"None"
2112	"FACOAL160"	"fatty-acid--CoA ligase (hexadecanoate)"	"Reversible"	"None"	"None"
2118	"FACOAL160p"	"fatty-acid--CoA ligase (hexadecanoate), peroxisomal"	"Reversible"	"None"	"None"
2894	"FACOAL161"	"fatty-acid--CoA ligase (hexadecenoate)"	"Reversible"	"None"	"None"
2898	"FACOAL161p"	"fatty-acid--CoA ligase (hexadecenoate), peroxisomal"	"Reversible"	"None"	"None"
2111	"FACOAL180"	"fatty-acid--CoA ligase (octadecanoate)"	"Reversible"	"None"	"None"
2110	"FACOAL181"	"fatty-acid--CoA ligase (octadecenoate)"	"Reversible"	"None"	"None"
3292	"FACOAL182"	"fatty-acid--CoA ligase (octadecynoate)"	"Reversible"	"None"	"None"
2182	"FACOAL240p"	"fatty-acid--CoA ligase (n-C24:0), peroxisomal"	"Reversible"	"None"	"None"
3180	"FACOAL260p"	"fatty-acid--CoA ligase (n-C26:0), peroxisomal"	"Reversible"	"None"	"None"
2022	"FACOAL80p"	"fatty-acid--CoA ligase (octanoate), peroxisomal"	"Reversible"	"None"	"None"
1754	"FADFMNtm"	"FAD/FMN antiport"	"Irreversible"	0	"None"
2373	"FALDH"	"formaldehyde dehydrogenase"	"Reversible"	"None"	"None"
2169	"FAO141p_even"	"fatty acid oxidation"	"Irreversible"	0	"None"
3888	"FAO141p_odd"	"Fatty acid oxidation"	"Irreversible"	0	"None"
2170	"FAO161p_even"	"Fatty acid oxidation"	"Irreversible"	0	"None"
3885	"FAO161p_odd"	"Fatty acid oxidation"	"Irreversible"	0	"None"
2172	"FAO181p_even"	"Fatty acid oxidation"	"Irreversible"	0	"None"
3884	"FAO181p_odd"	"Fatty acid oxidation"	"Irreversible"	0	"None"
2173	"FAO182p_even/even"	"Fatty acid oxidation"	"Irreversible"	0	"None"
3889	"FAO182p_even/odd"	"Fatty acid oxidation"	"Irreversible"	0	"None"
3887	"FAO182p_odd/odd"	"Fatty acid oxidation"	"Irreversible"	0	"None"
2062	"FAO240p"	"fatty acid oxidation (tetradecansoyl-CoA), peroxisomal"	"Irreversible"	0	"None"
2061	"FAO80p"	"fatty acid oxidation (octanoyl-CoA), peroxisomal"	"Irreversible"	0	"None"
1882	"FAS100"	"fatty acid synthase (n-C10:0)"	"Irreversible"	0	"None"
3357	"FAS100ACPm"	"fatty-acyl-ACP synthase (n-C10:0ACP), mitochondrial"	"Irreversible"	0	"None"
3049	"FAS100COA"	"fatty acyl-CoA synthase (n-C10:0CoA)"	"Irreversible"	0	"None"
1886	"FAS120"	"fatty acid synthase (n-C12:0)"	"Irreversible"	0	"None"
3359	"FAS120ACPm"	"fatty-acyl-ACP synthase (n-C12:0ACP), mitochondrial"	"Irreversible"	0	"None"
3051	"FAS120COA"	"fatty-acyl-CoA synthase (n-C12:0CoA)"	"Irreversible"	0	"None"
1887	"FAS140"	"fatty acid synthase (n-C14:0)"	"Irreversible"	0	"None"
3360	"FAS140ACPm"	"fatty-acyl-ACP synthase (n-C14:0ACP), mitochondrial"	"Irreversible"	0	"None"
3052	"FAS140COA"	"fatty-acyl-CoA synthase (n-C14:0CoA)"	"Irreversible"	0	"None"
3390	"FAS141"	"fatty acid synthase (n-C14:1)"	"Irreversible"	0	"None"
3384	"FAS141ACPm"	"fatty-acyl-ACP synthase (n-C14:1ACP), mitochondrial"	"Irreversible"	0	"None"
1893	"FAS160"	"fatty acid synthase (n-C16:0)"	"Irreversible"	0	"None"
3381	"FAS160ACPm"	"fatty-acyl-ACP synthase (n-C16:0ACP), mitochondrial"	"Irreversible"	0	"None"
3053	"FAS160COA"	"fatty-acyl-CoA synthase (n-C16:0CoA)"	"Irreversible"	0	"None"
3395	"FAS161"	"fatty acid synthase (n-C16:1)"	"Irreversible"	0	"None"
3387	"FAS161ACPm"	"fatty-acyl-ACP synthase (n-C16:1ACP), mitochondrial"	"Irreversible"	0	"None"
1896	"FAS180"	"fatty acid synthase (n-C18:0)"	"Irreversible"	0	"None"
3382	"FAS180ACPm"	"fatty-acyl-ACP synthase (n-C18:0ACP), mitochondrial"	"Irreversible"	0	"None"
3055	"FAS180COA"	"fatty-acyl-CoA synthase (n-C18:0CoA)"	"Irreversible"	0	"None"
3397	"FAS181"	"fatty acid synthase (n-C18:1)"	"Irreversible"	0	"None"
3386	"FAS181ACPm"	"fatty-acyl-ACP synthase (n-C18:1ACP), mitochondrial"	"Irreversible"	0	"None"
3389	"FAS182ACPm"	"fatty-acyl-ACP synthase (n-C18:2ACP), mitochondrial"	"Irreversible"	0	"None"
3179	"FAS240_L"	"fatty acid synthase (n-C24:0), lumped reaction"	"Irreversible"	0	"None"
2181	"FAS260"	"fatty acid synthase (n-C26:0)"	"Irreversible"	0	"None"
3383	"FAS80ACPm_L"	"fatty acyl-ACP synthase (n-C8:0ACP), mitochondrial, lumped reaction"	"Irreversible"	0	"None"
3050	"FAS80COA_L"	"fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction"	"Irreversible"	0	"None"
1885	"FAS80_L"	"fatty acid synthase (n-C8:0), lumped reaction"	"Irreversible"	0	"None"
268	"FBA"	"fructose-bisphosphate aldolase"	"Reversible"	"None"	"None"
2403	"FBA2"	"D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase"	"Reversible"	"None"	"None"
2404	"FBA3"	"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase"	"Reversible"	"None"	"None"
263	"FBP"	"fructose-bisphosphatase"	"Irreversible"	0	"None"
1040	"FBP26"	"Fructose-2,6-bisphosphate 2-phosphatase"	"Irreversible"	0	"None"
1784	"FCLTm"	"Ferrochelatase, mitochondrial"	"Irreversible"	0	"None"
2846	"FDH"	"formate dehydrogenase"	"Irreversible"	0	"None"
1783	"FDNG"	"formate  dehydrogenase, cytosolic/mitochondrial"	"Irreversible"	0	"None"
13175	"FE2t"	"iron (II) transport"	"Irreversible"	0	"None"
20487	"FE2utm"	"iron (II) uptake (mitochondrial)"	"Irreversible"	0	"None"
15166	"FECOSTAT_SC"	"Acyl-CoA:fecosterol acyltransferase, yeast-specific"	"Irreversible"	0	"None"
15214	"FECOSTESTH_SC"	"fecosterol ester hydrolase, yeast-specific"	"Irreversible"	0	"None"
15207	"FECOSTESTH_SCe"	"fecosterol ester hydrolase, yeast-specific (extracellular"	"Irreversible"	0	"None"
15217	"FECOSTt"	"fecosterol reversible transport"	"Reversible"	"None"	"None"
13174	"FEtm"	"iron (II) transport"	"Irreversible"	0	"None"
2371	"FKYNH"	"N-Formyl-L-kynurenine amidohydrolase"	"Irreversible"	0	"None"
3858	"FMETTRSm"	"Methionyl-tRNA formyltransferase, mitochondrial"	"Irreversible"	0	"None"
140	"FMNAT"	"FMN adenylyltransferase"	"Irreversible"	0	"None"
1725	"FMNATm"	"FMN adenylyltransferase"	"Irreversible"	0	"None"
2562	"FMNRx"	"FMN reductase"	"Irreversible"	0	"None"
2561	"FMNRx2"	"FMN reductase"	"Irreversible"	0	"None"
1825	"FOLD3m"	"dihydropteroate synthase, mitochondrial"	"Irreversible"	0	"None"
2934	"FORt"	"formate transport via diffusion"	"Reversible"	"None"	"None"
4308	"FORtm"	"formate mitochondrial transport"	"Irreversible"	0	"None"
20498	"FRDPtm"	"farnesyl diphosphate transport (mitochondrial)"	"Reversible"	"None"	"None"
2920	"FRDcm"	"fumarate reductase, cytosolic/mitochondrial"	"Irreversible"	0	"None"
520	"FRDm"	"fumarate reductase"	"Irreversible"	0	"None"
110	"FRTT"	"farnesyltranstransferase"	"Irreversible"	0	"None"
2820	"FRUK"	"fructose-1-phosphate kinase"	"Irreversible"	0	"None"
1544	"FRUt2"	"D-fructose transport in via proton symport"	"Irreversible"	0	"None"
3757	"FTHFCL"	"5-formethyltetrahydrofolate cyclo-ligase"	"Irreversible"	0	"None"
3758	"FTHFCLm"	"5-formethyltetrahydrofolate cyclo-ligase, mitochondrial"	"Irreversible"	0	"None"
7848	"FTHFI"	"5-Formyltetrahydrofolate:10-Formyltetrahydrofolate isomerase"	"Irreversible"	0	"None"
5063	"FTHFLi"	"formate-tetrahydrofolate ligase"	"Irreversible"	0	"None"
21745	"FTHFLmi"	"formate-tetrahydrofolate ligase, mitochondrial irreversible"	"Irreversible"	0	"None"
542	"FUM"	"fumarase"	"Reversible"	"None"	"None"
2670	"FUMAC"	"fumarylacetoacetase"	"Irreversible"	0	"None"
544	"FUMm"	"fumarase, mitochondrial"	"Reversible"	"None"	"None"
1562	"FUMt2r"	"fumarate reversible transport via symport"	"Reversible"	"None"	"None"
3673	"G12MT1g"	"Glycolipid 1,2-alpha-D-mannosyltransferase, Golgi apparatus"	"Irreversible"	0	"None"
3676	"G12MT2g"	"Glycolipid 1,2-alpha-D-mannosyltransferase, Golgi apparatus"	"Irreversible"	0	"None"
3677	"G13MTg"	"Glycolipid 1,3-alpha-D-mannosyltransferase, Golgi apparatus"	"Irreversible"	0	"None"
3678	"G16MTg"	"Glycolipid 1,6-alpha-D-mannosyltransferase, Golgi apparatus"	"Irreversible"	0	"None"
15198	"G3PCt"	"glycero-3-phosphocholine transport (extracellular to cytosol)"	"Reversible"	"None"	"None"
1870	"G3PD1ir"	"glycerol-3-phosphate dehydrogenase (NAD)"	"Irreversible"	0	"None"
2015	"G3PD1irm"	"glycerol-3-phosphate dehydrogenase (NAD), mitochondrial"	"Irreversible"	0	"None"
2016	"G3PDm"	"glycerol-3-phosphate dehydrogenase (FAD), mitochondrial"	"Irreversible"	0	"None"
15197	"G3PIt"	"glycero-3-phospho-1-inositol transport (extracellular to cytosol)"	"Reversible"	"None"	"None"
1822	"G3PT"	"glycerol-3-phosphatase"	"Irreversible"	0	"None"
3574	"G5SADr"	"L-glutamate 5-semialdehyde dehydratase, reversible"	"Reversible"	"None"	"None"
3649	"G5SADrm"	"L-glutamate 5-semialdehyde dehydratase, reversible, mitochondrial"	"Reversible"	"None"	"None"
315	"G5SD"	"glutamate-5-semialdehyde dehydrogenase"	"Irreversible"	0	"None"
2981	"G5SD2"	"glutamate-5-semialdehyde dehydrogenase"	"Irreversible"	0	"None"
246	"G6PDA"	"glucosamine-6-phosphate deaminase"	"Irreversible"	0	"None"
279	"G6PDH2"	"glucose 6-phosphate dehydrogenase"	"Irreversible"	0	"None"
2340	"G6PDH2er"	"glucose 6-phosphate dehydrogenase, endoplasmic reticulum"	"Irreversible"	0	"None"
1786	"G6PI"	"Glucose-6-phosphate isomerase"	"Reversible"	"None"	"None"
20491	"G6PI3"	"Glucose-6-phosphate isomerase"	"Reversible"	"None"	"None"
2341	"G6Pter"	"glucose 6-phosphate endoplasmic reticular transport via diffusion"	"Reversible"	"None"	"None"
2958	"GALIGH"	"1-alpha-D-Galactosyl-myo-inositol galactohydrolase"	"Reversible"	"None"	"None"
2818	"GALK"	"galactokinase"	"Irreversible"	0	"None"
1198	"GALS3"	"a-galactosidase (melibiose)"	"Irreversible"	0	"None"
199	"GALT"	"galactose-1-phosphate uridylyltransferase"	"Reversible"	"None"	"None"
201	"GALU"	"UTP-glucose-1-phosphate uridylyltransferase"	"Reversible"	"None"	"None"
679	"GALt2"	"D-galactose transport in via proton symport"	"Irreversible"	0	"None"
1646	"GAM6Pt"	"D-glucosamine 6-phosphate reversible uniport"	"Reversible"	"None"	"None"
2841	"GAPD"	"glyceraldehyde-3-phosphate dehydrogenase"	"Reversible"	"None"	"None"
3639	"GARFTi"	"phosphoribosylglycinamide formyltransferase, irreversible"	"Irreversible"	0	"None"
3655	"GAT1_SC"	"glycerol 3-phosphate acyltransferase (glycerol 3-phosphate), yeast-specific"	"Irreversible"	0	"None"
3578	"GAT2_SC"	"glycerol 3-phosphate acyltransferase (glycerone phosphate), yeast-specific"	"Irreversible"	0	"None"
3348	"GBEZ"	"1,4-alpha-glucan branching enzyme"	"Irreversible"	0	"None"
1923	"GCALDt"	"Glycoaldehydye reversible transport"	"Reversible"	"None"	"None"
3219	"GCALDtm"	"glycoaldehyde mitochondrial transport"	"Reversible"	"None"	"None"
3714	"GCC2am"	"glycine-cleavage complex (lipoamide), mitochondrial"	"Reversible"	"None"	"None"
3713	"GCC2bim"	"glycine-cleavage system (lipoamide) irreversible, mitochondrial"	"Irreversible"	0	"None"
2283	"GCC2cm"	"glycine-cleavage complex (lipoamide), mitochondrial"	"Reversible"	"None"	"None"
3715	"GCCam"	"glycine-cleavage complex (lipoylprotein), mitochondrial"	"Reversible"	"None"	"None"
3716	"GCCbim"	"glycine-cleavage complex (lipoylprotein) irreversible, mitochondrial"	"Irreversible"	0	"None"
2282	"GCCcm"	"glycine-cleavage complex (lipoylprotein), mitochondrial"	"Reversible"	"None"	"None"
20520	"GDPMANNtg"	"GDP-mannose antiport"	"Irreversible"	0	"None"
3107	"GDPt3g"	"GDP Golgi transport via proton anitport"	"Reversible"	"None"	"None"
2272	"GDPtn"	"GDP nuclear transport"	"Reversible"	"None"	"None"
3537	"GF6PTA"	"glutamine-fructose-6-phosphate transaminase"	"Irreversible"	0	"None"
1264	"GGLGH"	"Galactosylglycerol galactohydrolase"	"Reversible"	"None"	"None"
810	"GGTT"	"geranylgeranyltranstransferase"	"Irreversible"	0	"None"
1584	"GHMT2r"	"glycine hydroxymethyltransferase, reversible"	"Reversible"	"None"	"None"
1583	"GHMT2rm"	"glycine hydroxymethyltransferase, reversible, mitochondrial"	"Reversible"	"None"	"None"
186	"GK1"	"guanylate kinase (GMP:ATP)"	"Reversible"	"None"	"None"
187	"GK2"	"guanylate kinase (GMP:dATP)"	"Reversible"	"None"	"None"
7160	"GLCGSD"	"glucan 1,4-alpha-glucosidase"	"Irreversible"	0	"None"
14454	"GLCGSDv"	"glucan 1,4-alpha-glucosidase, vacuole"	"Irreversible"	0	"None"
19299	"GLCNtv"	"Glycogen vacuolar 'transport' via autophagy"	"Irreversible"	0	"None"
735	"GLCP"	"glycogen phosphorylase"	"Irreversible"	0	"None"
2740	"GLCS2"	"glycogen synthase (UDPGlc)"	"Irreversible"	0	"None"
497	"GLCt1"	"glucose transport (uniport)"	"Irreversible"	0	"None"
1542	"GLCtv"	"glucose transport, vacuolar"	"Reversible"	"None"	"None"
3539	"GLNS"	"glutamine synthetase"	"Irreversible"	0	"None"
1030	"GLNTRS"	"Glutaminyl-tRNA synthetase"	"Irreversible"	0	"None"
1946	"GLNt2n"	"glutamine nuclear transport via proton symport"	"Reversible"	"None"	"None"
1363	"GLNt2r"	"L-glutamine reversible transport via proton symport"	"Reversible"	"None"	"None"
18736	"GLNt6"	"L-glutamine transport in via proton antiport (vacuolar)"	"Irreversible"	0	"None"
18743	"GLNt7"	"L-glutamine transport out via proton symport, vacuolar"	"Irreversible"	0	"None"
1408	"GLPT"	"glycylpeptide N-tetradecanoyltransferase"	"Irreversible"	0	"None"
2854	"GLU5K"	"glutamate 5-kinase"	"Irreversible"	0	"None"
3540	"GLUCYS"	"gamma-glutamylcysteine synthetase"	"Irreversible"	0	"None"
2960	"GLUDC"	"Glutamate Decarboxylase"	"Irreversible"	0	"None"
1452	"GLUDxi"	"glutamate dehydrogenase (NAD)"	"Irreversible"	0	"None"
6160	"GLUDyi"	"glutamate dehydrogenase (NADP)"	"Irreversible"	0	"None"
2229	"GLUK"	"Glucokinase"	"Irreversible"	0	"None"
3541	"GLUN"	"glutaminase"	"Irreversible"	0	"None"
3542	"GLUPRT"	"glutamine phosphoribosyldiphosphate amidotransferase"	"Irreversible"	0	"None"
3864	"GLUSx"	"glutamate synthase (NADH2)"	"Irreversible"	0	"None"
1029	"GLUTRS"	"Glutamyl-tRNA synthetase"	"Irreversible"	0	"None"
1692	"GLUTRSm"	"glutamyl-tRNA synthetase, mitochondrial"	"Irreversible"	0	"None"
1948	"GLUt2n"	"glutamate nuclear transport via proton symport"	"Reversible"	"None"	"None"
1522	"GLUt2r"	"L-glutamate transport via proton symport, reversible"	"Reversible"	"None"	"None"
1510	"GLUt5m"	"L-glutamate transport into mitochondria via hydroxide ion antiport"	"Irreversible"	0	"None"
18741	"GLUt7"	"L-glutamate transport out via proton symport, vacuolar"	"Irreversible"	0	"None"
14590	"GLUt7m"	"Glutamate transport (uniporter), mitochondrial"	"Irreversible"	0	"None"
21794	"GLXt"	"glyoxylate transport"	"Reversible"	"None"	"None"
1526	"GLXtp"	"glyoxylate transport, peroxisomal"	"Reversible"	"None"	"None"
1054	"GLYATi"	"glycine C-acetyltransferase (irreversible)"	"Irreversible"	0	"None"
1930	"GLYC3Ptm"	"glycerol-3-phosphate shuttle"	"Irreversible"	0	"None"
13230	"GLYCDy"	"Glycerol dehydrogenase (NADP-dependent)"	"Irreversible"	0	"None"
3002	"GLYCLm"	"glycine cleavage system, mitochondrial"	"Irreversible"	0	"None"
1551	"GLYCt"	"glycerol transport via channel"	"Reversible"	"None"	"None"
15295	"GLYCt2"	"glycerol transport via symport"	"Irreversible"	0	"None"
3354	"GLYGS"	"glycogen (starch) synthase"	"Irreversible"	0	"None"
256	"GLYK"	"glycerol kinase"	"Irreversible"	0	"None"
455	"GLYOX"	"hydroxyacylglutathione hydrolase"	"Irreversible"	0	"None"
456	"GLYOXm"	"hydroxyacylglutathione hydrolase, mitochondrial"	"Irreversible"	0	"None"
1038	"GLYTRS"	"Glycyl-tRNA synthetase"	"Irreversible"	0	"None"
2186	"GLYt2m"	"glycine mitochondrial transport via proton symport"	"Reversible"	"None"	"None"
1362	"GLYt2r"	"glycine reversible transport via proton symport"	"Reversible"	"None"	"None"
2926	"GMPS2"	"GMP synthase"	"Irreversible"	0	"None"
2843	"GND"	"phosphogluconate dehydrogenase"	"Irreversible"	0	"None"
1144	"GNNUC"	"gnnuc"	"Irreversible"	0	"None"
2531	"GPDDA1"	"Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)"	"Irreversible"	0	"None"
109	"GRTT"	"geranyltranstransferase"	"Irreversible"	0	"None"
2928	"GSNK"	"guanosine kinase"	"Irreversible"	0	"None"
579	"GSNt2"	"guanosine transport in via proton symport"	"Irreversible"	0	"None"
1935	"GSNt2m"	"guanosine mitochondrial transport via proton symport"	"Reversible"	"None"	"None"
1411	"GTHO"	"glutathione oxidoreductase"	"Irreversible"	0	"None"
1647	"GTHOXti"	"oxidized glutathione irreversible uniport"	"Irreversible"	0	"None"
4913	"GTHOm"	"glutathione oxidoreductase"	"Irreversible"	0	"None"
1410	"GTHP"	"glutathione peridoxase"	"Reversible"	"None"	"None"
4914	"GTHPm"	"glutathione peroxidase, mitochondria"	"Reversible"	"None"	"None"
19247	"GTHRDabcv"	"Reduced glutathione via ABC system (vacuolar)"	"Irreversible"	0	"None"
2567	"GTHRDt2"	"glutathione transport"	"Irreversible"	0	"None"
3545	"GTHS"	"glutathione synthetase"	"Irreversible"	0	"None"
3669	"GTMLT"	"g-glutamyltransferase"	"Irreversible"	0	"None"
7819	"GTPCI"	"GTP cyclohydrolase I"	"Irreversible"	0	"None"
3878	"GTPCII"	"GTP cyclohydrolase II"	"Irreversible"	0	"None"
15248	"GTPH1"	"GTP diphosphohydrolase"	"Irreversible"	0	"None"
14173	"GTPt2m"	"GTP/GDP translocase, mitochondrial (electroneutral)"	"Irreversible"	0	"None"
3312	"GUAD"	"guanine deaminase"	"Irreversible"	0	"None"
2808	"GUAPRT"	"guanine phosphoribosyltransferase"	"Irreversible"	0	"None"
1378	"GUAt2r"	"guanine reversible transport via proton symport"	"Reversible"	"None"	"None"
1747	"GUAtm"	"guanine mitochondrial transport via diffusion"	"Reversible"	"None"	"None"
19550	"H2O2tn"	"hydrogen peroxide nuclear transport"	"Reversible"	"None"	"None"
